district_id,cycle,incumb_status,incumbent_name,challenger_name
IL-11,2012,Challenger,"BIGGERT, JUDY","FOSTER, G. WILLIAM (BILL)"
IL-12,2012,Open,,"ENYART, WILLIAM L JR"
IL-13,2012,Challenger,"DAVIS, RODNEY L","GILL, DAVID MICHAEL"
IL-14,2012,Challenger,"HULTGREN, RANDY","ANDERSON, DENNIS"
IL-15,2012,Challenger,"SHIMKUS, JOHN M","MICHAEL, ANGELA"
IL-16,2012,Challenger,"KINZINGER, ADAM","ROHL, WANDA"
IL-17,2012,Challenger,"SCHILLING, ROBERT T.","BUSTOS, CHERI"
IL-18,2012,Challenger,"SCHOCK, AARON JON MR.","WOODMANCY, MATTHEW"
IL-19,2012,Challenger,,"MCMENAMIN, JOSEPH E"
IN-01,2012,Incumbent,"VISCLOSKY, PETER J.","PHELPS, JOEL JEFFREY"
IN-02,2012,Incumbent,"DONNELLY, JOSEPH SIMON MR.","WALORSKI (SWIHART), JACKIE"
IN-03,2012,Challenger,"STUTZMAN, MARLIN A","BOYD, KEVIN ROBERT"
IN-04,2012,Open,,"SANDERS, DAVID AURAM"
IN-05,2012,Open,,"RESKE, SCOTT ERIC"
IN-06,2012,Open,,"BOOKOUT, BRADLEY T"
IN-07,2012,Incumbent,"CARSON, ANDRE","MAY, CARLOS ANDREW"
IN-08,2012,Challenger,"BUCSHON, LARRY D","CROOKS, DAVID L"
IN-09,2012,Challenger,"YOUNG, TODD CHRISTOPHER","YODER, SHELLI"
KS-01,2012,Open,,"JILKA, ALAN"
KS-02,2012,Challenger,"JENKINS, LYNN","SCHLINGENSIEPEN, TOBIAS"
KS-03,2012,Open,,"SCHERER, THOMAS E MR."
KS-04,2012,Challenger,"POMPEO, MICHAEL RICHARD","TILLMAN, ROBERT LEON"
KY-01,2012,Open,,
KY-02,2012,Open,,
KY-03,2012,Incumbent,"YARMUTH, JOHN A MR","WICKER, SCOTT BROOKS JR"
KY-04,2012,Open,,"ADKINS, WILLIAM R. ""BILL"""
KY-05,2012,Challenger,"ROGERS, HAROLD DALLAS","STEPP, KENNETH S"
KY-06,2012,Incumbent,"CHANDLER, A.B. III","BARR, GARLAND ANDY"
LA-01,2012,Challenger,"SCALISE, STEVE MR.","KATZ, MYRON B"
LA-02,2012,Incumbent,"RICHMOND, CEDRIC L.","CAO, ANH 'JOSEPH'"
LA-03,2012,Challenger,"BOUSTANY, JR, CHARLES W.","RICHARD, RON"
LA-04,2012,Challenger,"FLEMING, JOHN C MR. JR.","MELVILLE, DAVID ROLAND JR"
LA-05,2012,Open,,
LA-06,2012,Open,,
MA-01,2012,Incumbent,"NEAL, RICHARD E MR.","GUNN, WILLIAM LESLIE JR"
MA-02,2012,Incumbent,"MCGOVERN, JIM","WESLEY, TOM"
MA-03,2012,Incumbent,"TSONGAS, NICOLA S","GOLNIK, JONATHAN A"
MA-04,2012,Open,,"KENNEDY, JOSEPH P III"
MA-05,2012,Incumbent,"MARKEY, EDWARD JOHN","SEMON, JEFFREY"
MA-06,2012,Incumbent,"TIERNEY, JOHN F","TISEI, RICHARD R."
MA-07,2012,Incumbent,"CAPUANO, MICHAEL E","DEMBROWSKI, GERRY DR"
MA-08,2012,Incumbent,"LYNCH, STEPHEN F","SELVAGGI, JOE"
MA-09,2012,Incumbent,"KEATING, WILLIAM RICHARD","SHELDON, CHRISTOPHER"
MA-10,2012,Challenger,"PERRY, JEFFREY DAVIS","DELAHUNT, WILLIAM D"
MD-01,2012,Challenger,"HARRIS, ANDREW P","LA FERLA, JOHN JAMES DR"
MD-02,2012,Incumbent,"RUPPERSBERGER, C.A. DUTCH","JACOBS, NANCY CAMP"
MD-03,2012,Incumbent,"SARBANES, JOHN P. MR.","KNOWLES, ERIC DELANO"
MD-04,2012,Incumbent,"EDWARDS, DONNA","LOUDON, FAITH M"
MD-05,2012,Incumbent,"HOYER, STENY HAMILTON","O'DONNELL, TONY"
MD-06,2012,Challenger,"BARTLETT, ROSCOE G. REP.","DELANEY, JOHN K"
MD-07,2012,Incumbent,"CUMMINGS, ELIJAH E","MIRABILE, FRANK CHARLES JR"
MD-08,2012,Incumbent,"VAN HOLLEN, CHRIS","TIMMERMAN, KEN"
ME-01,2012,Incumbent,"PINGREE, CHELLIE M","COURTNEY, JONATHAN T E"
ME-02,2012,Incumbent,"MICHAUD, MICHAEL H.","RAYE, KEVIN L"
MI-01,2012,Challenger,"BENISHEK, DANIEL J. M.D.","MCDOWELL, GARY J. HON."
MI-02,2012,Open,,"JOHNSON, FREDDIE LEE III"
MI-03,2012,Challenger,"AMASH, JUSTIN","PESTKA, STEVE"
MI-04,2012,Challenger,"CAMP, DAVID LEE","WIRTH, DEBRA FREIDELL"
MI-05,2012,Open,,"KILDEE, DANIEL T"
MI-06,2012,Challenger,"UPTON, FREDERICK STEPHEN","O'BRIEN, MICHAEL DENNIS"
MI-07,2012,Challenger,"WALBERG, TIMOTHY L. HON.","HASKELL, KURT RICHARD"
MI-08,2012,Challenger,"ROGERS, MICHAEL J","ENDERLE, LANCE L"
MI-09,2012,Incumbent,"LEVIN, SANDER M MR","VOLARIC, DONALD CECIL"
MI-10,2012,Challenger,"MILLER, CANDICE S.","QUINN, JEROME GEORGE"
MI-11,2012,Open,,"TAJ, SYED DR"
MI-12,2012,Incumbent,"DINGELL, JOHN D. MR.","JACOBSEN, KAREN E"
MI-13,2012,Incumbent,"CONYERS, JOHN JR.",
MI-14,2012,Incumbent,"PETERS, GARY",
MN-01,2012,Incumbent,"WALZ, TIMOTHY J.","QUIST, ALLEN"
MN-02,2012,Challenger,"KLINE, JOHN PAUL JR","OBERMUELLER, MICHAEL E"
MN-03,2012,Challenger,"PAULSEN, ERIK","BARNES, BRIAN PATRICK"
MN-04,2012,Incumbent,"MCCOLLUM, BETTY","HERNANDEZ, ANTHONY J"
MN-05,2012,Incumbent,"ELLISON, KEITH MAURICE","FIELDS, CHRIS"
MN-06,2012,Challenger,"BACHMANN, MICHELE","GRAVES, JAMES JOSEPH"
MN-07,2012,Incumbent,"PETERSON, COLLIN CLARK","BYBERG, LEE"
MN-08,2012,Challenger,"CRAVAACK, RAYMOND J MR.","CLARK, TARRYL LYNN"
MO-01,2012,Incumbent,"CARNAHAN, JOHN RUSSELL","HAMLIN, ROBYN L"
MO-02,2012,Challenger,"AKIN, W TODD","KOENEN, GLENN MICHAEL"
MO-03,2012,Open,,
MO-04,2012,Challenger,"HARTZLER, VICKY","HENSLEY, TERESA"
MO-05,2012,Incumbent,"CLEAVER, EMANUEL II","TURK, JACOB"
MO-06,2012,Challenger,"GRAVES, SAMUEL B 'SAM'","YARBER, KYLE"
MO-07,2012,Challenger,"LONG, BILLY","EVANS, JAMES S"
MO-08,2012,Challenger,"EMERSON, JOANN","RUSHIN, JACK D, D C"
MO-09,2012,Open,,"GAW, ROBERT STEVEN"
MP-00,2012,Challenger,"DEMAPAN, IGNACIA T DR","BORJA, JESUS CAMACHO"
MS-01,2012,Challenger,"NUNNELEE, PATRICK ALAN","MORRIS, BRAD"
MS-02,2012,Incumbent,"THOMPSON, BENNIE G","MARCY, WILLIAM LOUIS"
MS-03,2012,Open,,
MS-04,2012,Challenger,"PALAZZO, STEVEN MCCARTY","TAYLOR, GENE MR."
MT-00,2012,Open,,"GILLAN, KIM"
NC-01,2012,Incumbent,"BUTTERFIELD, G. K.","WOOLARD, ASHLEY MCMULLAN"
NC-02,2012,Open,,"ETHERIDGE, BOB"
NC-03,2012,Challenger,"JONES, WALTER B.","ANDERSON, ERIK STEVEN"
NC-04,2012,Incumbent,"PRICE, DAVID","D'ANNUNZIO, TIMOTHY BRUCE"
NC-05,2012,Challenger,"FOXX, VIRGINIA","MOTSINGER, ELISABETH MARIE"
NC-06,2012,Challenger,"COBLE, JOHN HOWARD","FORIEST, ANTHONY E"
NC-07,2012,Incumbent,"MCINTYRE, MIKE REP.","ROUZER, DAVID CHESTON MR."
NC-08,2012,Incumbent,"KISSELL, LARRY W","HUDSON, RICHARD L. JR."
NC-09,2012,Open,,"ROBERTS, JENNIFER"
NC-10,2012,Challenger,"MCHENRY, PATRICK TIMOTHY","KEEVER, PATRICIA R"
NC-11,2012,Open,,"ROGERS, HAYDEN"
NC-12,2012,Incumbent,"WATT, MELVIN L","BROSCH, JACK W"
NC-13,2012,Incumbent,"MILLER, RALPH BRAD MR","HOLDING, GEORGE E. B. MR."
ND-00,2012,Open,,"GULLESON, PAM"
NE-01,2012,Challenger,"FORTENBERRY, JEFFREY","REIMAN, KOREY LYNN"
NE-02,2012,Challenger,"TERRY, LEE","EWING, JOHN W JR"
NE-03,2012,Challenger,"SMITH, ADRIAN","SULLIVAN, MARK"
NH-01,2012,Challenger,"GUINTA, FRANK","SHEA-PORTER, CAROL"
NH-02,2012,Challenger,"BASS, CHARLES F.","KUSTER, ANN MCLANE"
NJ-01,2012,Incumbent,"ANDREWS, ROBERT E. MR.","HORTON, GREGORY W"
NJ-02,2012,Challenger,"LOBIONDO, FRANK A.","SHOBER, CASSANDRA RANIERI"
NJ-03,2012,Challenger,"RUNYAN, JON","ADLER, SHELLEY"
NJ-04,2012,Challenger,"SMITH, CHRISTOPHER H.","FROELICH, BRIAN P"
NJ-05,2012,Challenger,"GARRETT, SCOTT REP.","GUSSEN, ADAM JEFFREY"
NJ-06,2012,Incumbent,"PALLONE, FRANK JR","LITTLE, ANNA C"
NJ-07,2012,Challenger,"LANCE, LEONARD","CHIVUKULA, UPENDRA J"
NJ-08,2012,Incumbent,"SIRES, ALBIO","STRATEN, ROLAND"
NJ-09,2012,Incumbent,"PASCRELL, WILLIAM J JR","BOTEACH, SHMULEY"
NJ-10,2012,Incumbent,"PAYNE, DONAL M.",
NJ-11,2012,Challenger,"FRELINGHUYSEN, RODNEY P.","ARVANITES, JOHN"
NJ-12,2012,Incumbent,"HOLT, RUSH D.","BECK, ERIC"
NJ-13,2012,Open,,
NM-01,2012,Incumbent,"HEINRICH, MARTIN","ARNOLD-JONES, JANICE E"
NM-02,2012,Challenger,"PEARCE, STEVE","ERHARD, EVELYN MADRID"
NM-03,2012,Incumbent,"LUJAN, BEN R MR.","BYRD, JEFFERSON LEE"
NV-00,2012,Challenger,,"KIHUEN, RUBEN"
NV-01,2012,Incumbent,"BERKLEY, SHELLEY","EDWARDS, CHRISTOPHER"
NV-02,2012,Challenger,"ANGLE, SHARRON E","MARSHALL, KATE"
NV-03,2012,Challenger,"HECK, JOE","OCEGUERA, JOHN"
NV-04,2012,Open,,"HORSFORD, STEVEN ALEXZANDER"
NY-00,2012,Challenger,"TURNER, ROBERT L","JALIMAN, MICHAEL"
NY-01,2012,Incumbent,"BISHOP, TIMOTHY","ALTSCHULER, RANDOLPH MR."
NY-02,2012,Challenger,"KING, PETER T. HON.","FALCONE, VIVIANNE C"
NY-03,2012,Incumbent,"ISRAEL, STEVE J.","LABATE, STEPHEN A"
NY-04,2012,Incumbent,"MCCARTHY, CAROLYN","SCATURRO, FRANK"
NY-05,2012,Incumbent,"ACKERMAN, GARY L.","BERNEY, ELIZABETH"
NY-06,2012,Challenger,"HALLORAN, DANIEL JAMES III","MENG, GRACE"
NY-07,2012,Incumbent,"VELAZQUEZ, NYDIA M.",
NY-08,2012,Challenger,,"JEFFRIES, HAKEEM"
NY-09,2012,Open,,"WEPRIN, DAVID I"
NY-10,2012,Incumbent,"NADLER, JERROLD L. MR.",
NY-12,2012,Incumbent,"MALONEY, CAROLYN B","WIGHT, CHRISTOPHER ROBIN"
NY-13,2012,Incumbent,"RANGEL, CHARLES B","GRIMM, MICHAEL"
NY-14,2012,Incumbent,"CROWLEY, JOSEPH","BRUMBERG, DAVID RYAN"
NY-15,2012,Incumbent,"SERRANO, JOSE E","FAULKNER , MICHEL"
NY-16,2012,Incumbent,"ENGEL, ELIOT L","MCLAUGHLIN, JOSEPH"
NY-17,2012,Incumbent,"LOWEY, NITA M","CARVIN, JOSEPH"
NY-18,2012,Open,,"MALONEY, SEAN PATRICK"
NY-19,2012,Challenger,"GIBSON, CHRISTOPHER P","SCHREIBMAN, JULIAN D"
NY-20,2012,Incumbent,"TONKO, PAUL DAVID","DIETERICH, ROBERT J"
NY-21,2012,Incumbent,"OWENS, WILLIAM","DOHENY, MATTHEW"
NY-22,2012,Open,,"LAMB, DAN"
NY-23,2012,Open,,"DANKS BURKE, LESLIE"
NY-24,2012,Challenger,"BUERKLE, ANN MARIE","MAFFEI, DANIEL BENJAMIN MR."
NY-25,2012,Incumbent,"SLAUGHTER, LOUISE M","BROOKS, MAGGIE"
NY-26,2012,Incumbent,"HIGGINS, BRIAN","CORWIN, JANE"
NY-27,2012,Incumbent,"HOCHUL, KATHLEEN COURTNEY","COLLINS, CHRISTOPHER C"
NY-28,2012,Open,,
NY-29,2012,Open,,"MASSA, ERIC JJ"
OH-01,2012,Challenger,"CHABOT, STEVE","PILLICH, CONNIE"
OH-02,2012,Challenger,"WENSTRUP, BRAD","KRIKORIAN, DAVID"
OH-03,2012,Challenger,"LONG, CHRIS","BEATTY, JOYCE"
OH-04,2012,Challenger,"JORDAN, JAMES D.","SLONE, JAMES M"
OH-05,2012,Challenger,"LATTA, ROBERT EDWARD MR","ZIMMANN, ANGELA KAY"
OH-06,2012,Challenger,"JOHNSON, BILL","WILSON, CHARLES A"
OH-07,2012,Open,,"HEALY-ABRAMS, JOYCE"
OH-08,2012,Challenger,"BOEHNER, JOHN A","COUSSOULE, JUSTIN"
OH-09,2012,Incumbent,"KAPTUR, MARCY C HON.","WURZELBACHER, SAMUEL JOSEPH"
OH-10,2012,Challenger,"TURNER, MICHAEL R","NEUHARDT, SHAREN SWARTZ"
OH-11,2012,Incumbent,"FUDGE, MARCIA L",
OH-12,2012,Challenger,"TIBERI, PATRICK J.","REESE, JAMES"
OH-13,2012,Incumbent,"RYAN, TIMOTHY","AGANA, MARISHA GUZMAN"
OH-14,2012,Challenger,"LATOURETTE, STEVEN C","O'NEILL, WILLIAM MICHAEL"
OH-15,2012,Challenger,"STIVERS, STEVE MR.","LANG, PATRICK"
OH-16,2012,Incumbent,"SUTTON, BETTY S","RENACCI, JAMES B"
OH-17,2012,Open,,
OH-18,2012,Challenger,"MOLL, JEANETTE M MS","SPACE, ZACHARY T"
OK-01,2012,Challenger,"SULLIVAN, JOHN","OLSON, JOHN RICHARD"
OK-02,2012,Open,,"WALLACE, ROB"
OK-03,2012,Challenger,"LUCAS, FRANK D.","MURRAY, TIMOTHY RAY"
OK-04,2012,Challenger,"COLE, TOM JEFFERY","BEBO, DONNA MARIE"
OK-05,2012,Challenger,"LANKFORD, JAMES PAUL","GUILD, THOMAS EUGENE"
OR-01,2012,Incumbent,"BONAMICI, SUZANNE","CORNILLES, ROBERT"
OR-02,2012,Challenger,"WALDEN, GREGORY P MR.","SEGERS, JOYCE B"
OR-03,2012,Incumbent,"BLUMENAUER, EARL",GREEN RONALD NEAL
OR-04,2012,Incumbent,"DEFAZIO, PETER A","ROBINSON, ARTHUR BROUHARD"
OR-05,2012,Incumbent,"SCHRADER, KURT","BOWERMAN, KAREN"
PA-01,2012,Incumbent,"BRADY, ROBERT A","FEATHERMAN, JOHN"
PA-02,2012,Incumbent,"FATTAH, CHAKA MR.","MANSFIELD, ROBERT ALLEN"
PA-03,2012,Challenger,"KELLY, GEORGE J JR J. JR.","EATON, MELISSA ANN"
PA-04,2012,Challenger,"PERRY, SCOTT","PERKINSON, HARRY EBIFF JR"
PA-05,2012,Challenger,"THOMPSON, GLENN","DUMAS, CHARLES"
PA-06,2012,Challenger,"GERLACH, JIM","TRIVEDI, MANAN"
PA-07,2012,Challenger,"MEEHAN, PATRICK L. MR. JR.","BADEY, GEORGE J III"
